Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",2795889,0,2795889
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",93497987,0,90654938
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, British Columbia","Améliorations de divers immeubles, lieux variés, Colombie-Britannique",5293306,0,5197884
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, Ontario","Améliorations de divers immeubles, lieux variés, Ontario",74644656,0,74644656
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, Ontario","Améliorations de divers immeubles, lieux variés, Ontario",98302883,0,98257438
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Can-Am Platforms & Construction Ltd., Shearstown, Newfoundland and Labrador","Can-Am Platforms & Construction Ltd., Shearstown, Terre-Neuve-et-Labrador","Building and site upgrades Phase I to Northwest Atlantic Fisheries Centre, St. John's, Newfoundland and Labrador","Améliorations à l'immeuble et au site Phase I du Centre des pêches de l'Atlantique nord-ouest, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador",1029335,0,1029335
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Dexter Construction Company Limited, Bedford, Nova Scotia","Dexter Construction Company Limited, Bedford, Nouvelle-Écosse","Asphalt rehabilitation - JC Van Horne Bridge, Campbellton, New Brunswick","Réfection de l'asphalte - pont JC Van Horne, Campbellton, Nouveau-Brunswick",2491845,0,2491845
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Bougie Creek slope and highway stabilization - km 355 to 360, Alaska Highway, British Columbia","Stabilisation de la pente du ruisseau Bougie et de la route - km 355 à 360 de la route de l'Alaska, Colombie-Britannique",5061688,0,4111688
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Online Constructors Ltd., Abbotsford, British Columbia","Online Constructors Ltd., Abbotsford, Colombie-Britannique","Lower Liard River Bridge strengthening - km 763, Alaska Highway, British Columbia","Renforcement du pont de la rivière Lower Liard - km 763 de la route de l'Alaska, Colombie-Britannique",2057251,0,2057251
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Peters Bros Construction Ltd., Penticton, British Columbia","Peters Bros Construction Ltd., Penticton, Colombie-Britannique","Miscellaneous replacements works - km 266 - 325 Alaska Highway, British Columbia","Divers travaux de remplacements - km 266 - 325 de la route de l'Alaska, Colombie-Britannique",27993028,0,27993028
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","1456812 Alberta Ltd., Edmonton, Alberta","1456812 Alberta Ltd., Edmonton, Alberta","Bougie Creek culvert replacement - km 325 to 355, Alaska Highway, British Columbia","Remplacement du ponceau Bougie Creek - km 325 à 355 de la route de l'Alaska, Colombie-Britannique",2357725,0,2357725
2022/2023,15,Justice,Justice,144,"Courts Administration Service","Service administratif des tribunaux judiciaires","GWL Realty Advisors Inc., Toronto, Ontario","GWL Realty Advisors Inc., Toronto, Ontario","Leasehold improvement of 180 Queen Street West, Toronto, Ontario","Amélioration locative au 180 rue Queen West, Toronto, Ontario",38275,0,33283
2022/2023,15,Justice,Justice,144,"Courts Administration Service","Service administratif des tribunaux judiciaires","GWL Realty Advisors Inc., Toronto, Ontario","GWL Realty Advisors Inc., Toronto, Ontario","Leasehold improvement of 180 Queen Street West, Toronto, Ontario","Amélioration locative au 180 rue Queen West, Toronto, Ontario",30871,0,30871
2022/2023,15,Justice,Justice,144,"Courts Administration Service","Service administratif des tribunaux judiciaires","GWL Realty Advisors Inc., Toronto, Ontario","GWL Realty Advisors Inc., Toronto, Ontario","Leasehold improvement of 180 Queen Street West, Toronto, Ontario","Amélioration locative au 180 rue Queen West, Toronto, Ontario",1407833,0,0
2022/2023,15,Justice,Justice,144,"Courts Administration Service","Service administratif des tribunaux judiciaires","Maple Leaf Property Management, Ottawa, Ontario","Maple Leaf Property Management, Ottawa, Ontario","Leasehold improvement 90 Sparks Street, Ottawa, Ontario","Amélioration locative au 90 rue Sparks, Ottawa, Ontario",425000,0,487785
2022/2023,09,"Affaires mondiales","Global Affairs",180,"Invest in Canada Hub","Investir au Canada","Public Works and Government Services Canada, Ottawa, Ontario","Travaux publics et Services gouvernementaux Canada, Ottawa, Ontario","160 Elgin - 18th Floor Fit-Up, Ottawa, Ontario","160 Elgin - 18ième plancher réaménagement, Ottawa, Ontario",2109616,0,2109616
2022/2023,17,"Ressources naturelles","Natural Resources",195,"Canadian Energy Regulator","Régie canadienne de l'énergie","Contracts under $250,000 and cost plus contracts under $25,000 (1 contractor)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (1 entrepreneur)",Total,Total,0,0,0
2022/2023,17,"Ressources naturelles","Natural Resources",195,"Canadian Energy Regulator","Régie canadienne de l'énergie","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Fit-Up Centre 10, Calgary, Alberta","Aménagement Centre 10, Calgary, Alberta",1456317,0,1986732
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Brookfield Global Integrated Solutions, Markham, Ontario","Brookfield Global Integrated Solutions, Markham, Ontario","Restructuration and improvement of the border ports, Niagara Falls, Ontario","Restructuration et amélioration des ports frontaliers, Niagara Falls, Ontario",1584305,124,983250
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","QuébecHab Ltee, Québec, Quebec","QuébecHab Ltee, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",343978,403,343978
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Home Completions Inc, Calgary, Alberta","Home Completions Inc, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",927023,513,927023
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","CIMA + SENC, Laval, Quebec","CIMA + SENC, Laval, Québec","Reconstruction of Du Quai Street at Sandy Beach, Gaspé, Quebec","Reconstruction de la Rue du Quai à Sandy Beach, Gaspé, Québec",551295,530,306170
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","CORCAN, Ottawa, Ontario","CORCAN, Ottawa, Ontario","Redevelopment of local 608 (Aboriginal local) at Joliette Institution, Joliette, Quebec","Réaménagement local 608 (local autochtone) à l'établissement Joliette, Joliette, Québec",91534,1428,5989
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of log lifters, Various locations, Ontario","Réfection d'appareils de levage des batardeaux, Lieux variés, Ontario",1470653,1477,1279962
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","EastPoint Engineering Limited, Halifax, Nova Scotia","EastPoint Engineering Limited, Halifax, Nouvelle-Écosse","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",271428,1500,271428
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","QuébecHab Ltee, Québec, Quebec","QuébecHab Ltee, Québec, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",554999,2000,554999
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Centec Electric & Controls Ltd., Brandon, Manitoba","Centec Electric & Controls Ltd., Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",449009,2434,2434
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Slimdor Contracting Ltd., Cochrane, Alberta","Slimdor Contracting Ltd., Cochrane, Alberta","Rehabilitation of the Operations Compound utilities, Banff National Park, Alberta","Réfection des services publics au Bloc des services d'entretien, Parc national Banff, Alberta",975188,2857,965910
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of the North Link bike paths, Lachine Canal National Historic Site, Quebec","Réfection des pistes cyclables du Lien nord, Lieu historique national du Canal-de-Lachine, Québec",693840,2914,431345
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunami Stantec Limited, Rankin Inlet, Nunavut","Nunami Stantec Limited, Rankin Inlet, Nunavut","Construction Works - Buildings, Rankin Inlet, Ontario","Travaux de construction - Bâtiments, Rankin Inlet, Ontario",250256,3056,250213
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","ATCO Structures & Logistics, Calgary, Alberta","ATCO Structures & Logistics, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",1113040,3278,1113040
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","Les Architectes Odette Roy et Isabelle Jacques Inc, Saint-Georges, Quebec","Les Architectes Odette Roy et Isabelle Jacques Inc, Saint-Georges, Québec","Replacement of the sewer line at Blanc-Sablon port, Blanc-Sablon, Quebec","Remplacement de la ligne sanitaire au port de Blanc-Sablon, Blanc-Sablon, Québec",787591,3786,188888
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","MQM Quality Manufacturing, Tracadie-Sheila, New Brunswick","MQM Quality Manufacturing, Tracadie-Sheila, Nouveau-Brunswick","Approach span steel strengthening and repair of the bottom chord of the JC Van Horne Bridge, Campbellton, New Brunswick","Renforcement de l'acier de la travée d'approche et réparation du treillis d'approche du pont JC Van Horne, Campbellton, Nouveau-Brunswick",3927200,3915,3927200
